assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
19170436,165483,Sympetrum vulgatum,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,LIBELLULIDAE,Sympetrum,vulgatum,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Global
19391728,172256,Allium schoenoprasum,PLANTAE,TRACHEOPHYTA,ASPARAGALES,LILIOPSIDA,AMARYLLIDACEAE,Allium,schoenoprasum,,,,L.,Least Concern,,3.1,Stable,Global
19400568,172194,Prunus spinosa,PLANTAE,TRACHEOPHYTA,ROSALES,MAGNOLIOPSIDA,ROSACEAE,Prunus,spinosa,,,,L.,Least Concern,,3.1,Stable,Global
19405519,176568,Lathyrus sylvestris,PLANTAE,TRACHEOPHYTA,FABALES,MAGNOLIOPSIDA,FABACEAE,Lathyrus,sylvestris,,,,L.,Least Concern,,3.1,Stable,Global
19406412,176573,Lathyrus latifolius,PLANTAE,TRACHEOPHYTA,FABALES,MAGNOLIOPSIDA,FABACEAE,Lathyrus,latifolius,,,,L.,Least Concern,,3.1,Stable,Global
19620971,19617543,Sonchus palustris,PLANTAE,TRACHEOPHYTA,ASTERALES,MAGNOLIOPSIDA,ASTERACEAE,Sonchus,palustris,,,,L.,Least Concern,,3.1,Stable,Global
19631946,175287,Pinguicula vulgaris,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,LENTIBULARIACEAE,Pinguicula,vulgaris,,,,L.,Least Concern,,3.1,Stable,Global
20075266,19891454,Genista sagittalis,PLANTAE,TRACHEOPHYTA,FABALES,MAGNOLIOPSIDA,FABACEAE,Genista,sagittalis,,,,L.,Least Concern,,3.1,Stable,Global & Europe
20162365,19892649,Vicia orobus,PLANTAE,TRACHEOPHYTA,FABALES,MAGNOLIOPSIDA,FABACEAE,Vicia,orobus,,,,DC.,Least Concern,,3.1,Stable,Global
20162684,19379811,Vicia tenuifolia,PLANTAE,TRACHEOPHYTA,FABALES,MAGNOLIOPSIDA,FABACEAE,Vicia,tenuifolia,,,,Roth,Least Concern,,3.1,Stable,Global
21154640,19199277,Hoplitis ochraceicornis,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Hoplitis,ochraceicornis,,,,"(Ferton, 1902)",Least Concern,,3.1,Unknown,Global & Europe
21154765,19198894,Hoplitis villosa,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Hoplitis,villosa,,,,"(Schenck, 1853)",Least Concern,,3.1,Unknown,Global & Europe
21312716,19199286,Andrena semilaevis,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,ANDRENIDAE,Andrena,semilaevis,,,,"Pérez, 1903",Data Deficient,,3.1,Unknown,Global & Europe
21400900,156066,Anodonta cygnea,ANIMALIA,MOLLUSCA,UNIONIDA,BIVALVIA,UNIONIDAE,Anodonta,cygnea,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Decreasing,Global
21842538,163979,Utricularia australis,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,LENTIBULARIACEAE,Utricularia,australis,,,,R.Br.,Least Concern,,3.1,Unknown,Global
21971185,19516,Rhinolophus euryale,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,RHINOLOPHIDAE,Rhinolophus,euryale,,,,"Blasius, 1853",Near Threatened,,3.1,Decreasing,Global
21972794,19518,Rhinolophus hipposideros,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,RHINOLOPHIDAE,Rhinolophus,hipposideros,,,,"(Bechstein, 1800)",Least Concern,,3.1,Decreasing,Global
21973253,19517,Rhinolophus ferrumequinum,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,RHINOLOPHIDAE,Rhinolophus,ferrumequinum,,,,"(Schreber, 1774)",Least Concern,,3.1,Decreasing,Global
22002229,136229,Plecotus macrobullaris,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Plecotus,macrobullaris,,,,"Kuzjakin, 1965",Least Concern,,3.1,Decreasing,Global
22015318,14918,Nyctalus lasiopterus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Nyctalus,lasiopterus,,,,"(Schreber, 1780)",Vulnerable,A4c; C2a(i),3.1,Decreasing,Global
22015682,14920,Nyctalus noctula,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Nyctalus,noctula,,,,"(Schreber, 1774)",Least Concern,,3.1,Unknown,Global
22016159,14919,Nyctalus leisleri,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Nyctalus,leisleri,,,,"(Kuhl, 1817)",Least Concern,,3.1,Unknown,Global
22029285,2553,Barbastella barbastellus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Barbastella,barbastellus,,,,"(Schreber, 1774)",Near Threatened,,3.1,Decreasing,Global
22051191,14129,Myotis emarginatus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Myotis,emarginatus,,,,"(É. Geoffroy, 1806)",Least Concern,,3.1,Stable,Global
22051759,14133,Myotis myotis,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Myotis,myotis,,,,"(Borkhausen, 1797)",Least Concern,,3.1,Stable,Global
22052250,14134,Myotis mystacinus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Myotis,mystacinus,,,,"(Kuhl, 1817)",Least Concern,,3.1,Unknown,Global
22053297,14124,Myotis blythii,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Myotis,blythii,,,,"(Tomes, 1857)",Least Concern,,3.1,Decreasing,Global
22053752,14123,Myotis bechsteinii,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Myotis,bechsteinii,,,,"(Kuhl, 1817)",Near Threatened,,3.1,Decreasing,Global
22054131,14126,Myotis capaccinii,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Myotis,capaccinii,,,,"(Bonaparte, 1837)",Vulnerable,A4bce,3.1,Decreasing,Global
22072380,44856,Hypsugo savii,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Hypsugo,savii,,,,"Bonaparte, 1837",Least Concern,,3.1,Stable,Global
22114995,21311,Tadarida teniotis,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,MOLOSSIDAE,Tadarida,teniotis,,,,"(Rafinesque, 1814)",Least Concern,,3.1,Unknown,Global
22132621,17316,Pipistrellus nathusii,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Pipistrellus,nathusii,,,,"(Keyserling &amp; Blasius, 1839)",Least Concern,,3.1,Unknown,Global
22132946,17314,Pipistrellus kuhlii,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Pipistrellus,kuhlii,,,,"(Kuhl, 1817)",Least Concern,,3.1,Unknown,Global
22161386,42395,Capreolus capreolus,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,CERVIDAE,Capreolus,capreolus,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Increasing,Global
22288134,90389138,Suncus etruscus,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Suncus,etruscus,,,,"(Savi, 1822)",Least Concern,,3.1,Unknown,Global
22320754,41481,Talpa europaea,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,TALPIDAE,Talpa,europaea,,,,"Linnaeus, 1758",Least Concern,,3.1,Stable,Global
22351133,13488,Microtus arvalis,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Microtus,arvalis,,,,"(Pallas, 1778)",Least Concern,,3.1,Stable,Global
42314931,167859,Equisetum palustre,PLANTAE,TRACHEOPHYTA,EQUISETALES,POLYPODIOPSIDA,EQUISETACEAE,Equisetum,palustre,,,,L.,Least Concern,,3.1,Stable,Global
42319751,163972,Lycopus europaeus,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,LAMIACEAE,Lycopus,europaeus,,,,L.,Least Concern,,3.1,Stable,Global
42321925,167915,Caltha palustris,PLANTAE,TRACHEOPHYTA,RANUNCULALES,MAGNOLIOPSIDA,RANUNCULACEAE,Caltha,palustris,,,,L.,Least Concern,,3.1,Stable,Global
42326782,163999,Iris pseudacorus,PLANTAE,TRACHEOPHYTA,ASPARAGALES,LILIOPSIDA,IRIDACEAE,Iris,pseudacorus,,,,L.,Least Concern,,3.1,Stable,Global
42327709,164109,Mentha suaveolens,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,LAMIACEAE,Mentha,suaveolens,,,, Ehrh.,Least Concern,,3.1,Stable,Global
42329075,164323,Lythrum salicaria,PLANTAE,TRACHEOPHYTA,MYRTALES,MAGNOLIOPSIDA,LYTHRACEAE,Lythrum,salicaria,,,,L.,Least Concern,,3.1,Stable,Global
42330756,164339,Galium uliginosum,PLANTAE,TRACHEOPHYTA,GENTIANALES,MAGNOLIOPSIDA,RUBIACEAE,Galium,uliginosum,,,,L.,Least Concern,,3.1,Unknown,Global
42334457,164300,Callitriche brutia,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,PLANTAGINACEAE,Callitriche,brutia,,,,Petagna,Least Concern,,3.1,Stable,Global
42336259,164371,Callitriche stagnalis,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,PLANTAGINACEAE,Callitriche,stagnalis,,,,Scop,Least Concern,,3.1,Stable,Global
42337582,168750,Bidens tripartita,PLANTAE,TRACHEOPHYTA,ASTERALES,MAGNOLIOPSIDA,ASTERACEAE,Bidens,tripartita,,,,L.,Least Concern,,3.1,Stable,Global
42338497,176585,Barbarea vulgaris,PLANTAE,TRACHEOPHYTA,BRASSICALES,MAGNOLIOPSIDA,BRASSICACEAE,Barbarea,vulgaris,,,,R. Br.,Least Concern,,3.1,Stable,Global
42382326,167861,Agrostis canina,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,POACEAE,Agrostis,canina,,,,L.,Least Concern,,3.1,Stable,Global
42383133,164020,Agrostis stolonifera,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,POACEAE,Agrostis,stolonifera,,,,L.,Least Concern,,3.1,Stable,Global
42395474,164256,Mentha pulegium,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,LAMIACEAE,Mentha,pulegium,,,,L.,Least Concern,,3.1,Stable,Global
42399385,164421,Parnassia palustris,PLANTAE,TRACHEOPHYTA,CELASTRALES,MAGNOLIOPSIDA,CELASTRACEAE,Parnassia,palustris,,,,L.,Least Concern,,3.1,Decreasing,Global
42408104,164265,Ranunculus peltatus,PLANTAE,TRACHEOPHYTA,RANUNCULALES,MAGNOLIOPSIDA,RANUNCULACEAE,Ranunculus,peltatus,,,,Schrank,Least Concern,,3.1,Stable,Global
42408831,203433,Filipendula ulmaria,PLANTAE,TRACHEOPHYTA,ROSALES,MAGNOLIOPSIDA,ROSACEAE,Filipendula,ulmaria,,,,(L.) Maxim.,Least Concern,,3.1,Stable,Global
42428801,155495,Dreissena polymorpha,ANIMALIA,MOLLUSCA,VENERIDA,BIVALVIA,DREISSENIDAE,Dreissena,polymorpha,,,,"(Pallas, 1771)",Least Concern,,3.1,Increasing,Global
42429613,155568,Radix auricularia,ANIMALIA,MOLLUSCA,HYGROPHILA,GASTROPODA,LYMNAEIDAE,Radix,auricularia,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Global
42430553,155647,Ampullaceana balthica,ANIMALIA,MOLLUSCA,HYGROPHILA,GASTROPODA,LYMNAEIDAE,Ampullaceana,balthica,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Global
42437324,155818,Gyraulus albus,ANIMALIA,MOLLUSCA,HYGROPHILA,GASTROPODA,PLANORBIDAE,Gyraulus,albus,,,,"(O.F. Müller, 1774)",Least Concern,,3.1,Stable,Global
43066886,19198794,Andrena afrensis,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,ANDRENIDAE,Andrena,afrensis,,,,"Warncke, 1967",Data Deficient,,3.1,Unknown,Global & Europe
43066930,19199512,Andrena anthrisci,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,ANDRENIDAE,Andrena,anthrisci,,,,"Blüthgen, 1925",Least Concern,,3.1,Unknown,Global & Europe
43126944,167821,Sagittaria sagittifolia,PLANTAE,TRACHEOPHYTA,ALISMATALES,LILIOPSIDA,ALISMATACEAE,Sagittaria,sagittifolia,,,,L.,Least Concern,,3.1,Unknown,Global
44141833,41775,Sus scrofa,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,SUIDAE,Sus,scrofa,,,,"Linnaeus, 1758",Least Concern,,3.1,Unknown,Global
44481340,44392196,Carex macrostyla,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Carex,macrostyla,,,,Lapeyr.,Least Concern,,3.1,Unknown,Global
44798476,44793247,Mantis religiosa,ANIMALIA,ARTHROPODA,MANTODEA,INSECTA,MANTIDAE,Mantis,religiosa,,,,"(Linne, 1758)",Least Concern,,3.1,Unknown,Global
45203335,29674,Mustela erminea,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,MUSTELIDAE,Mustela,erminea,,,,"Linnaeus, 1758",Least Concern,,3.1,Stable,Global
45214384,41658,Mustela putorius,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,MUSTELIDAE,Mustela,putorius,,,,"Linnaeus, 1758",Least Concern,,3.1,Decreasing,Global
45218636,41698,Genetta genetta,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,VIVERRIDAE,Genetta,genetta,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Global
46176937,16084483,Chorthippus brunneus,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,ACRIDIDAE,Chorthippus,brunneus,,,,"(Thunberg, 1815)",Least Concern,,3.1,Unknown,Global
46440141,13152926,Bombus bohemicus,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Bombus,bohemicus,,,,"Seidl, 1838",Data Deficient,,3.1,Decreasing,Global
46440156,13340361,Bombus flavidus,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Bombus,flavidus,,,,"Eversmann, 1852",Data Deficient,,3.1,Stable,Global
48416825,172121,Prunus mahaleb,PLANTAE,TRACHEOPHYTA,ROSALES,MAGNOLIOPSIDA,ROSACEAE,Prunus,mahaleb,,,,L.,Least Concern,,3.1,Unknown,Global
49644624,157288,Lacerta agilis,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,LACERTIDAE,Lacerta,agilis,,,,"Linnaeus, 1758",Least Concern,,3.1,Stable,Global
50673544,172064,Prunus avium,PLANTAE,TRACHEOPHYTA,ROSALES,MAGNOLIOPSIDA,ROSACEAE,Prunus,avium,,,,(L.) L.,Least Concern,,3.1,Stable,Global
53798707,19108751,Silene vulgaris,PLANTAE,TRACHEOPHYTA,CARYOPHYLLALES,MAGNOLIOPSIDA,CARYOPHYLLACEAE,Silene,vulgaris,,,,(Moench) Garcke,Least Concern,,3.1,Stable,Global
55730098,55730086,Pulsatilla vernalis,PLANTAE,TRACHEOPHYTA,RANUNCULALES,MAGNOLIOPSIDA,RANUNCULACEAE,Pulsatilla,vernalis,,,,(L.) Mill.,Least Concern,,3.1,Decreasing,Global & Europe
57117867,165155,Aconitum napellus,PLANTAE,TRACHEOPHYTA,RANUNCULALES,MAGNOLIOPSIDA,RANUNCULACEAE,Aconitum,napellus,,,,(Nyár.) W.Seitz,Least Concern,,3.1,Increasing,Global & Europe
57365069,13341899,Bombus magnus,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Bombus,magnus,,,,"Vogt, 1911",Least Concern,,3.1,Unknown,Global & Europe
57365333,13342099,Bombus mendax,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Bombus,mendax,,,,"Gerstäcker, 1869",Near Threatened,,3.1,Decreasing,Global & Europe
57366532,13342522,Bombus mucidus,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Bombus,mucidus,,,,"Gerstäcker, 1869",Near Threatened,,3.1,Decreasing,Global & Europe
57368909,18528992,Bombus pyrenaeus,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Bombus,pyrenaeus,,,,"Pérez, 1879",Least Concern,,3.1,Stable,Global & Europe
61616618,172090,Prunus padus,PLANTAE,TRACHEOPHYTA,ROSALES,MAGNOLIOPSIDA,ROSACEAE,Prunus,padus,,,,L.,Least Concern,,3.1,Stable,Global
61959943,61959941,Populus tremula,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,SALICACEAE,Populus,tremula,,,,L.,Least Concern,,3.1,Unknown,Global
61960301,61960299,Salix eleagnos,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,SALICACEAE,Salix,eleagnos,,,,Scop.,Least Concern,,3.1,Stable,Global
61960635,61960615,Salix triandra,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,SALICACEAE,Salix,triandra,,,,L.,Least Concern,,3.1,Stable,Global
61960676,61960656,Salix viminalis,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,SALICACEAE,Salix,viminalis,,,,L.,Least Concern,,3.1,Unknown,Global
61966819,61966807,Ulmus glabra,PLANTAE,TRACHEOPHYTA,ROSALES,MAGNOLIOPSIDA,ULMACEAE,Ulmus,glabra,,,,Huds.,Data Deficient,,3.1,Unknown,Global
63304147,164509,Mentha aquatica,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,LAMIACEAE,Mentha,aquatica,,,,L.,Least Concern,,3.1,Stable,Global
63309730,164182,Ranunculus aquatilis,PLANTAE,TRACHEOPHYTA,RANUNCULALES,MAGNOLIOPSIDA,RANUNCULACEAE,Ranunculus,aquatilis,,,,L.,Least Concern,,3.1,Stable,Global
65834549,165516,Lestes dryas,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,LESTIDAE,Lestes,dryas,,,,"Kirby, 1890",Least Concern,,3.1,Stable,Global
65835376,165518,Aeshna juncea,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,AESHNIDAE,Aeshna,juncea,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Global
67728960,64272624,Carex oederi,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Carex,oederi,,,,Retz.,Least Concern,,3.1,Unknown,Global
67729601,64314072,Geum rivale,PLANTAE,TRACHEOPHYTA,ROSALES,MAGNOLIOPSIDA,ROSACEAE,Geum,rivale,,,,L.,Least Concern,,3.1,Unknown,Global
67729912,64315811,Juncus triglumis,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,JUNCACEAE,Juncus,triglumis,,,,L.,Least Concern,,3.1,Unknown,Global
67730442,64321343,Poa palustris,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,POACEAE,Poa,palustris,,,,L.,Least Concern,,3.1,Unknown,Global
67731242,64326289,Viola palustris,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,VIOLACEAE,Viola,palustris,,,,L.,Least Concern,,3.1,Unknown,Global
68067360,202963,Ilex aquifolium,PLANTAE,TRACHEOPHYTA,AQUIFOLIALES,MAGNOLIOPSIDA,AQUIFOLIACEAE,Ilex,aquifolium,,,,L.,Least Concern,,3.1,Stable,Global
68067753,202944,Buxus sempervirens,PLANTAE,TRACHEOPHYTA,BUXALES,MAGNOLIOPSIDA,BUXACEAE,Buxus,sempervirens,,,,L.,Least Concern,,3.1,Stable,Global
68083007,203426,Crataegus monogyna,PLANTAE,TRACHEOPHYTA,ROSALES,MAGNOLIOPSIDA,ROSACEAE,Crataegus,monogyna,,,,Jacq.,Least Concern,,3.1,Unknown,Global
68106816,63530,Populus nigra,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,SALICACEAE,Populus,nigra,,,,L.,Data Deficient,,3.1,Unknown,Global
68106850,203464,Populus alba,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,SALICACEAE,Populus,alba,,,,L.,Least Concern,,3.1,Decreasing,Global
68107793,203471,Salix purpurea,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,SALICACEAE,Salix,purpurea,,,,L.,Least Concern,,3.1,Stable,Global
