assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
5942384,16494,Pelecus cultratus,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,LEUCISCIDAE,Pelecus,cultratus,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Unknown,Global
6135168,16580,Perca fluviatilis,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,PERCIDAE,Perca,fluviatilis,,,,"Linnaeus, 1758",Least Concern,,3.1,Unknown,Global
6179047,166123,Channa gachua,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,CHANNIDAE,Channa,gachua,,,,(Hamilton 1822),Least Concern,,3.1,Unknown,Global
6223386,166502,Salmostoma bacaila,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,DANIONIDAE,Salmostoma,bacaila,,,,"(Hamilton, 1822)",Least Concern,,3.1,Stable,Global
6235461,166555,Barilius vagra,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,DANIONIDAE,Barilius,vagra,,,,"(Hamilton, 1822)",Least Concern,,3.1,Unknown,Global
6652413,169604,Triplophysa kullmanni,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,NEMACHEILIDAE,Triplophysa,kullmanni,,,,"Bănărescu, Nalbant &amp; Ladiges, 1975",Data Deficient,,3.1,Unknown,Global
6655636,169619,Schizothorax pelzami,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,CYPRINIDAE,Schizothorax,pelzami,,,,"Kessler, 1870",Least Concern,,3.1,Unknown,Global
9014741,19787,Rutilus rutilus,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,LEUCISCIDAE,Rutilus,rutilus,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Unknown,Global
9112799,19946,Scardinius erythrophthalmus,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,LEUCISCIDAE,Scardinius,erythrophthalmus,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Unknown,Global
9231839,20860,Sander lucioperca,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,PERCIDAE,Sander,lucioperca,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Unknown,Global
10356149,40713,Silurus glanis,ANIMALIA,CHORDATA,SILURIFORMES,ACTINOPTERYGII,SILURIDAE,Silurus,glanis,,,,"Linnaeus, 1758",Least Concern,,3.1,Unknown,Global
12559362,6181,Cyprinus carpio,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,CYPRINIDAE,Cyprinus,carpio,,,,"Linnaeus, 1758",Vulnerable,A2ce,3.1,Unknown,Global
19223098,19088255,Gobio lepidolaemus,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,GOBIONIDAE,Gobio,lepidolaemus,,,,"Kessler, 1872",Least Concern,,3.1,Stable,Global
19848652,19447926,Paraschistura kessleri,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,NEMACHEILIDAE,Paraschistura,kessleri,,,,"(Günther, 1889)",Least Concern,,3.1,Decreasing,Global
19849085,19450404,Schizopygopsis stolickai,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,CYPRINIDAE,Schizopygopsis,stolickai,,,,"Steindachner, 1866",Least Concern,,3.1,Unknown,Global
19849584,19450801,Schizopyge curvifrons,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,CYPRINIDAE,Schizopyge,curvifrons,,,,"(Heckel, 1838)",Least Concern,,3.1,Stable,Global
43819894,203413,Cyprinion microphthalmum,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,CYPRINIDAE,Cyprinion,microphthalmum,,,,"(Day, 1880)",Least Concern,,3.1,Decreasing,Global
46649664,170338,Istiophorus platypterus,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,ISTIOPHORIDAE,Istiophorus,platypterus,,,,"(Shaw, 1792)",Vulnerable,A2bd,3.1,Decreasing,Global
60584432,166437,Channa punctata,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,CHANNIDAE,Channa,punctata,,,,"(Bloch, 1793)",Least Concern,,3.1,Stable,Global
